,contest,winner,loser,time
477,3329820199787739,55,60,2020-09-08 22:39:25.861000
478,4157727818065366,47,57,2020-09-08 22:39:25.861000
479,4441147879178506,53,55,2020-09-08 22:39:25.861000
480,4893763739878095,74,69,2020-09-08 22:39:25.861000
481,5308052721360641,58,59,2020-09-08 22:39:25.861000
482,5566471464555183,52,46,2020-09-08 22:39:25.861000
483,6477038826498885,53,46,2020-09-08 22:39:25.861000
484,7016460452564531,58,58,2020-09-08 22:39:25.861000
485,7698584602147714,79,73,2020-09-08 22:39:25.861000
486,7498085221717829,87,81,2020-09-08 23:12:05.326000
487,514405986694863,44,44,2020-09-08 23:12:05.326000
488,6442224964315776,54,52,2020-09-08 23:12:05.326000
489,1309450747299699,59,58,2020-09-08 23:12:05.326000
490,2773399537843288,58,41,2020-09-08 23:12:05.326000
491,3350345644984670,74,74,2020-09-08 23:12:05.326000
492,412585080903558,79,73,2020-09-08 23:12:05.326000
493,2131551102750539,76,75,2020-09-08 23:12:05.326000
494,925772014522344,46,39,2020-09-09 00:09:47.175000
495,8616069644365042,74,64,2020-09-09 00:09:47.175000
496,2248377038994248,74,77,2020-09-09 00:09:47.175000
497,5014341094108125,58,59,2020-09-09 00:09:47.175000
498,6323377826646561,74,72,2020-09-09 00:09:47.175000
499,4627799264886715,50,49,2020-09-09 00:09:47.175000
500,6835442167379251,50,45,2020-09-09 00:09:47.175000
501,2066446519534420,74,74,2020-09-09 01:10:11.280000
502,558673549047992,71,58,2020-09-09 01:10:11.280000
503,1994768746188395,69,65,2020-09-09 01:10:11.280000
504,5557787709645965,72,75,2020-09-09 01:10:11.280000
505,6894661184808160,63,57,2020-09-09 01:10:11.280000
506,1551054597936640,74,73,2020-09-09 01:10:11.280000
507,6846848191392659,58,59,2020-09-09 01:10:11.280000
508,8219331285341450,75,74,2020-09-09 01:10:11.280000
509,6644822747911137,65,59,2020-09-09 02:13:31.939000
510,8141076739383559,63,60,2020-09-09 02:13:31.939000
511,5059477715311140,59,73,2020-09-09 02:13:31.939000
512,5325370331746304,56,63,2020-09-09 02:13:31.939000
513,564081238687350,56,0,2020-09-09 02:13:31.939000
514,6827367097818149,55,42,2020-09-09 02:13:31.939000
515,4140778429694488,84,71,2020-09-04 05:12:16.797000
516,7793463253342686,97,79,2020-09-04 05:12:16.797000
517,4648818299169703,79,97,2020-09-04 07:13:22.282000
518,6051838258797933,95,86,2020-09-04 07:13:22.282000
519,899836275225310,40,41,2020-09-04 07:13:22.282000
520,258223092898619,75,73,2020-09-04 08:28:34.862000
521,5177403638716986,95,86,2020-09-04 08:28:34.862000
522,8069425141708356,53,50,2020-09-04 08:28:34.862000
523,7259518324417459,73,78,2020-09-04 09:10:25.231000
524,3302650183397127,57,55,2020-09-04 16:12:37.715000
525,4318874619053504,0,53,2020-09-04 16:12:37.715000
526,3666155508448674,58,58,2020-09-04 18:10:58.186000
527,1039688607083499,76,64,2020-09-04 19:13:15.664000
528,3927784039561366,68,68,2020-09-04 19:13:15.664000
529,5539951602126880,73,78,2020-09-04 19:13:15.664000
530,4526927272918308,94,87,2020-09-04 20:14:23.723000
531,4452203315025232,52,48,2020-09-04 20:14:23.723000
532,2691906638542792,76,71,2020-09-04 20:14:23.723000
533,5154843181433052,73,77,2020-09-04 20:14:23.723000
534,8083726865895977,68,68,2020-09-04 20:14:23.723000
535,1062894829300095,52,49,2020-09-04 21:16:48.380000
536,8170763315196098,49,49,2020-09-04 21:16:48.380000
537,1404090461242294,77,74,2020-09-04 21:16:48.380000
538,1461191805049487,76,81,2020-09-04 21:16:48.380000
539,1757858335941209,72,72,2020-09-04 21:16:48.380000
540,2875155232141497,43,41,2020-09-04 21:16:48.380000
541,3029280920976700,45,48,2020-09-04 21:16:48.380000
542,4855508228687162,58,54,2020-09-04 21:16:48.380000
543,5928375570643252,61,66,2020-09-04 21:16:48.380000
544,8399093196402367,37,49,2020-09-04 21:16:48.380000
545,3966600066235719,73,68,2020-09-04 22:15:54.986000
546,1431471012203363,69,77,2020-09-04 22:15:54.986000
547,2856609817596503,76,74,2020-09-04 22:15:54.986000
548,5819998954645215,73,78,2020-09-04 22:15:54.986000
549,8099966783498126,73,68,2020-09-04 23:25:23.740000
550,5777797565958940,77,74,2020-09-04 23:25:23.740000
551,4633927514279167,43,44,2020-09-05 00:16:20.014000
552,7964091035341870,50,53,2020-09-09 03:19:06.935000
553,1038682766649054,55,30,2020-09-09 03:19:06.935000
554,1081814166226222,72,69,2020-09-09 03:19:06.935000
555,1515321649450026,61,63,2020-09-09 03:19:06.935000
556,2434251765085115,59,59,2020-09-09 03:19:06.935000
557,607344170164898,44,53,2020-09-09 03:19:06.935000
558,8003517737749793,48,30,2020-09-09 03:19:06.935000
559,3102036360126045,56,60,2020-09-09 04:15:18.192000
560,3057278855890374,70,71,2020-09-09 04:15:18.192000
561,1718335299330717,79,73,2020-09-09 05:11:38.502000
562,4255279045655092,59,58,2020-09-09 05:11:38.502000
563,7301523082186010,63,64,2020-09-09 05:11:38.502000
564,4222001046232921,76,83,2020-09-09 05:11:38.502000
565,7343453938879493,46,44,2020-09-09 05:11:38.502000
566,8850918525072889,64,69,2020-09-09 05:11:38.502000
567,639062496452997,71,69,2020-09-09 06:13:39.699000
568,80811064653047,61,63,2020-09-09 06:13:39.699000
569,2741079198397290,51,51,2020-09-09 06:13:39.699000
570,5576276850081305,68,67,2020-09-09 06:13:39.699000
571,809396364119904,45,35,2020-09-09 06:13:39.699000
572,998800361488981,55,59,2020-09-09 06:13:39.699000
573,5092217859289181,82,82,2020-09-09 07:11:48.679000
574,2310964060160251,56,70,2020-09-09 07:11:48.679000
575,3130448684160703,50,46,2020-09-09 07:11:48.679000
576,6536104250622437,82,80,2020-09-09 07:11:48.679000
577,7632608445734621,51,35,2020-09-09 07:11:48.679000
578,7939479516245127,68,61,2020-09-09 08:18:08.201000
579,1597684927000981,71,61,2020-09-09 08:18:08.201000
580,5867089509159691,49,35,2020-09-09 08:18:08.201000
581,8188708567284637,73,69,2020-09-09 09:33:13.113000
582,7569327899309204,55,60,2020-09-09 09:33:13.113000
583,2814927594334470,61,57,2020-09-09 09:33:13.113000
584,6064267534044913,50,38,2020-09-09 09:33:13.113000
585,3890610477911724,58,57,2020-09-09 14:19:13.910000
586,147099446108912,73,85,2020-09-09 14:19:13.910000
587,1201115486747634,59,54,2020-09-09 16:00:11.065000
588,2473914631208151,80,79,2020-09-09 16:42:14.185000
589,2968845919474953,70,73,2020-09-09 16:42:14.185000
590,5024296052771491,59,64,2020-09-09 16:42:14.185000
591,978527772737673,73,72,2020-09-09 16:42:14.185000
592,580861473622919,60,71,2020-09-09 17:34:07.309000
593,1262056576937509,60,55,2020-09-09 17:34:07.309000
594,3184040094860980,73,68,2020-09-09 17:34:07.309000
595,4389853224234190,75,77,2020-09-09 17:34:07.309000
596,4738878546068957,71,71,2020-09-09 17:34:07.309000
597,8613133180565221,40,44,2020-09-09 17:34:07.309000
598,5965324820838430,44,49,2020-09-09 17:34:07.309000
599,8949691120290614,45,46,2020-09-09 17:34:07.309000
600,984084774173061,59,58,2020-09-09 18:08:49.523000
601,532387048400290,59,61,2020-09-09 18:08:49.523000
602,6772357385506368,60,61,2020-09-09 18:08:49.523000
603,4885353906148655,52,45,2020-09-09 18:08:49.523000
604,8226692530818787,61,61,2020-09-09 18:08:49.523000
605,683609860846290,71,68,2020-09-09 19:13:38.778000
606,1157532386920045,70,66,2020-09-09 19:13:38.778000
607,3268475021497976,58,55,2020-09-09 19:13:38.778000
608,3543422221456410,45,47,2020-09-09 19:13:38.778000
609,6110279501049609,64,62,2020-09-09 19:13:38.778000
610,8395288801046557,45,49,2020-09-09 19:13:38.778000
611,3484152490568793,77,72,2020-09-09 20:09:37.863000
612,1632024062076199,48,46,2020-09-09 20:09:37.863000
613,5826510401024968,98,39,2020-09-09 20:09:37.863000
614,6019956582076588,82,88,2020-09-09 20:09:37.863000
615,1341013717965303,64,61,2020-09-09 20:09:37.863000
616,803070450115859,62,53,2020-09-09 21:22:58.504000
617,104614376689006,45,45,2020-09-09 21:22:58.504000
618,1600322751446223,46,49,2020-09-09 21:22:58.504000
619,7035643114434628,71,72,2020-09-09 21:22:58.504000
620,7189197150302524,61,65,2020-09-09 21:22:58.504000
621,1245443035415330,56,49,2020-09-09 21:22:58.504000
622,2977159843492739,46,45,2020-09-09 21:22:58.504000
623,3794532738549795,58,0,2020-09-09 21:22:58.504000
624,4745390519344803,69,59,2020-09-09 21:22:58.504000
625,4225852829928670,75,64,2020-09-05 05:04:08.325000
626,3182237329683391,74,70,2020-09-05 06:42:06.128000
627,3413654213798685,56,58,2020-09-05 06:42:06.128000
628,4107213881303937,56,61,2020-09-05 06:42:06.128000
629,468118912948402,57,55,2020-09-05 06:42:06.128000
630,6550989793360379,45,45,2020-09-05 06:42:06.128000
631,792551226553782,44,36,2020-09-05 06:42:06.128000
632,4644729456938798,56,58,2020-09-05 07:16:54.813000
633,7465415041738411,61,61,2020-09-05 08:26:34.070000
634,8438331230332532,51,50,2020-09-05 08:26:34.070000
635,1582283913801391,63,53,2020-09-05 09:14:48.523000
636,6698406808942705,77,74,2020-09-05 09:14:48.523000
637,6498913660394636,77,79,2020-09-05 10:34:05.926000
638,8807406693087447,68,69,2020-09-05 12:14:22.947000
639,2884604997471020,48,57,2020-09-05 12:14:22.947000
640,6593034525425186,61,61,2020-09-05 14:35:32.020000
641,5765333487535021,53,49,2020-09-05 15:23:31.931000
642,2148068064114444,80,83,2020-09-05 15:23:31.931000
643,3998073586871179,51,53,2020-09-05 15:23:31.931000
644,8487818489154065,63,58,2020-09-05 16:41:31.069000
645,6785638109351690,69,74,2020-09-05 20:33:32.351000
646,6808774614455029,43,45,2020-09-09 21:22:58.504000
647,691761926637662,65,64,2020-09-09 21:22:58.504000
648,738108197560048,77,80,2020-09-09 22:16:29.462000
649,7007210951620354,61,60,2020-09-09 22:16:29.462000
650,1358898496337786,71,69,2020-09-09 22:16:29.462000
651,5558320848778445,41,57,2020-09-09 22:16:29.462000
652,2723757840164868,43,47,2020-09-09 22:16:29.462000
653,6138247917596818,61,63,2020-09-09 22:16:29.462000
654,377489979430829,69,67,2020-09-09 23:14:39.948000
655,5090723655642152,46,48,2020-09-09 23:14:39.948000
656,7538647521302509,52,59,2020-09-09 23:14:39.948000
657,4288376223843901,82,77,2020-09-09 23:14:39.948000
658,1955722978940191,75,75,2020-09-10 00:17:36.620000
659,3923740544035004,51,45,2020-09-10 00:17:36.620000
660,5522713851228781,69,64,2020-09-10 00:17:36.620000
661,4014965796331167,80,82,2020-09-10 00:17:36.620000
662,4366703048172885,61,59,2020-09-10 00:17:36.620000
663,1225106384899189,44,51,2020-09-10 01:12:54.882000
664,1807842937276026,69,66,2020-09-10 01:12:54.882000
665,2188274837913429,71,74,2020-09-10 01:12:54.882000
666,531305781327673,43,46,2020-09-10 01:12:54.882000
667,7882884471563093,83,79,2020-09-10 01:12:54.882000
668,1460251223212809,44,43,2020-09-10 01:12:54.882000
669,2918426080385071,78,76,2020-09-10 01:12:54.882000
670,7180521455371306,45,52,2020-09-10 01:12:54.882000
671,358648271422595,79,73,2020-09-10 02:13:58.973000
672,1394581179598605,58,0,2020-09-10 02:13:58.973000
673,264111925669826,44,43,2020-09-10 02:13:58.973000
674,4206611689813378,55,55,2020-09-10 02:13:58.973000
675,4896924313936622,49,69,2020-09-10 02:13:58.973000
676,8098191534402399,79,74,2020-09-10 02:13:58.973000
677,2814270483630086,52,47,2020-09-10 03:14:21.331000
678,3333359622927250,59,58,2020-09-10 03:14:21.331000
679,1797246471350945,71,71,2020-09-10 03:14:21.331000
680,2953714442259300,71,71,2020-09-10 03:14:21.331000
681,3733018539582031,44,47,2020-09-10 03:14:21.331000
682,6986241925001596,81,80,2020-09-10 03:14:21.331000
683,8152618789495865,49,47,2020-09-10 03:14:21.331000
684,954343207795870,53,55,2020-09-10 03:14:21.331000
685,7614501655133002,62,66,2020-09-10 04:17:01.845000
686,8657632333557632,48,29,2020-09-10 04:17:01.845000
687,1957625929680509,48,52,2020-09-10 05:20:04.721000
688,386178273763113,80,73,2020-09-10 05:20:04.721000
689,467230141410102,57,57,2020-09-10 05:20:04.721000
690,4985430754615701,80,73,2020-09-10 05:20:04.721000
691,1354676956829190,61,62,2020-09-10 05:20:04.721000
692,1901006198967498,71,71,2020-09-10 05:20:04.721000
693,3300550668903348,56,55,2020-09-10 05:20:04.721000
694,6438087313079828,82,79,2020-09-10 05:20:04.721000
695,7150306161551213,71,63,2020-09-10 05:20:04.721000
696,6883003461211245,46,52,2020-09-10 06:22:11.574000
697,6639038019713281,57,59,2020-09-10 06:22:11.574000
698,1254870774981434,81,83,2020-09-10 06:22:11.574000
699,5816108407023543,57,55,2020-09-10 06:22:11.574000
700,5853779069637968,74,72,2020-09-10 06:22:11.574000
701,7261820985148537,82,82,2020-09-10 06:22:11.574000
702,2281651405006887,52,43,2020-09-10 07:25:27.734000
703,6902533709093930,60,68,2020-09-10 07:25:27.734000
704,7667955822304424,97,40,2020-09-10 07:25:27.734000
705,7502480681042462,51,34,2020-09-10 09:04:53.179000
706,6444916906692698,97,40,2020-09-10 09:04:53.179000
707,7409694990466939,74,73,2020-09-10 09:30:13.317000
708,6933318957227143,97,40,2020-09-10 09:30:13.317000
709,5765156130663619,58,59,2020-09-10 14:21:29.990000
710,6106543651595247,43,94,2020-09-10 14:21:29.990000
711,6478112746436462,52,67,2020-09-10 14:21:29.990000
712,96551330969596,62,62,2020-09-05 22:20:20.792000
713,7278303287683772,61,0,2020-09-05 23:17:25.775000
714,1411021689055053,58,60,2020-09-05 23:17:25.775000
715,7048162088313534,72,70,2020-09-05 23:17:25.775000
716,8420064525440519,43,44,2020-09-05 23:17:25.775000
717,8498564288305563,78,75,2020-09-05 23:17:25.775000
718,5645339679841249,62,0,2020-09-06 00:17:19.563000
719,8060361446946540,55,53,2020-09-06 00:17:19.563000
720,2446805661400477,45,47,2020-09-06 00:17:19.563000
721,3345690804936714,58,58,2020-09-06 00:17:19.563000
722,802652314719018,55,59,2020-09-06 01:09:51.441000
723,1452061304350696,53,58,2020-09-06 01:09:51.441000
724,1040714968063897,70,76,2020-09-06 02:10:21.606000
725,293979544829295,83,66,2020-09-06 03:24:03.546000
726,1608994475309164,56,60,2020-09-06 03:24:03.546000
727,3353701559353239,51,45,2020-09-06 03:24:03.546000
728,5652543470162684,61,57,2020-09-06 03:24:03.546000
729,5811869562795608,63,67,2020-09-06 03:24:03.546000
730,594788693099514,51,45,2020-09-06 03:24:03.546000
731,6590384295030193,68,55,2020-09-06 03:24:03.546000
732,6862555298947078,51,52,2020-09-06 03:24:03.546000
733,8542888692247931,69,53,2020-09-06 03:24:03.546000
734,3162961584847642,49,54,2020-09-06 04:12:45.958000
735,1163696383740196,45,51,2020-09-06 04:12:45.958000
736,2566605004465287,55,56,2020-09-06 04:12:45.958000
737,3014506408017139,57,63,2020-09-06 04:12:45.958000
738,3180163107313716,49,48,2020-09-06 04:12:45.958000
739,4091378340434424,63,61,2020-09-06 04:12:45.958000
740,610913569450212,71,50,2020-09-06 04:12:45.958000
741,1033133746056669,57,60,2020-09-06 05:08:33.043000
742,3541527901493042,61,61,2020-09-06 06:14:39.346000
743,603783046121164,52,76,2020-09-06 06:14:39.346000
744,6782106546632632,68,68,2020-09-06 06:14:39.346000
745,716552260280102,79,74,2020-09-06 06:14:39.346000
746,6224756751539713,70,81,2020-09-06 07:19:40.100000
747,1553130526217174,80,69,2020-09-06 07:19:40.100000
748,615053805212198,48,51,2020-09-06 07:19:40.100000
749,6672022151965457,77,80,2020-09-06 08:16:47.430000
750,496120265230895,81,69,2020-09-06 08:16:47.430000
751,7697059896402250,58,63,2020-09-06 08:16:47.430000
752,1705687492380240,74,71,2020-09-06 12:13:53.465000
753,7849688597080578,51,45,2020-09-10 14:21:29.990000
754,8391679093749913,72,70,2020-09-10 14:40:00.203000
755,7097920359858830,52,47,2020-09-10 14:40:00.203000
756,5498503702098578,65,71,2020-09-10 15:10:08.918000
757,3874152773360050,60,62,2020-09-10 15:10:08.918000
758,3378790950373670,53,0,2020-09-10 16:15:26.563000
759,4055557550542635,51,57,2020-09-10 16:15:26.563000
760,2138670535957850,61,56,2020-09-10 16:15:26.563000
761,24130203304022,73,69,2020-09-10 16:15:26.563000
762,2147226131297862,55,46,2020-09-10 16:15:26.563000
763,5928276560436420,69,71,2020-09-10 16:15:26.563000
764,7274046865125287,61,57,2020-09-10 16:15:26.563000
765,3332840559732587,64,66,2020-09-10 16:15:26.563000
766,3497830769812349,65,0,2020-09-10 16:15:26.563000
767,8166839009489164,48,51,2020-09-10 16:15:26.563000
768,1422288474622703,76,78,2020-09-10 17:11:22.757000
769,3232509771120974,58,63,2020-09-10 17:11:22.757000
770,4166489097438873,54,58,2020-09-10 17:11:22.757000
771,1909754013095885,53,59,2020-09-10 17:11:22.757000
772,2637291031955885,48,43,2020-09-10 17:11:22.757000
773,3513847934002366,72,69,2020-09-10 17:11:22.757000
774,421071451484821,66,58,2020-09-10 17:11:22.757000
775,5697390206611784,47,36,2020-09-10 17:11:22.757000
776,7462897969034736,69,66,2020-09-10 17:11:22.757000
777,1022092566353563,55,0,2020-09-10 18:08:04.902000
778,1735559142298835,48,50,2020-09-10 18:08:04.902000
779,8691119933554670,63,63,2020-09-10 18:08:04.902000
780,3131814102427946,71,80,2020-09-10 19:12:54.603000
781,5357406462781859,77,78,2020-09-10 19:12:54.603000
782,7030165938087473,64,0,2020-09-10 19:12:54.603000
783,8036813443056128,61,56,2020-09-10 19:12:54.603000
784,8253119105153592,52,46,2020-09-10 19:12:54.603000
785,4994609927761942,74,71,2020-09-10 20:09:24.011000
786,8335432465565305,62,63,2020-09-10 20:09:24.011000
787,740663789852337,77,79,2020-09-10 20:09:24.011000
788,1951302492478104,59,63,2020-09-10 20:09:24.011000
789,2133968674073100,56,52,2020-09-10 20:09:24.011000
790,279379821912618,69,65,2020-09-10 20:09:24.011000
791,3642606431973109,47,42,2020-09-10 20:09:24.011000
792,5368169137067013,63,65,2020-09-10 20:09:24.011000
793,150938762380547,47,41,2020-09-10 20:09:24.011000
794,5486628563382604,58,59,2020-09-10 21:13:24.705000
795,6515686230649478,77,77,2020-09-10 21:13:24.705000
796,6832285388292541,59,62,2020-09-10 21:13:24.705000
797,7111487911064351,58,0,2020-09-10 21:13:24.705000
798,1086747717167061,64,63,2020-09-10 21:13:24.705000
799,2635852278970970,75,72,2020-09-10 21:13:24.705000
800,3461425958156056,53,52,2020-09-10 21:13:24.705000
801,5616610461524617,49,54,2020-09-10 21:13:24.705000
802,8693827165167467,56,60,2020-09-10 21:13:24.705000
803,977539271665208,64,53,2020-09-10 21:13:24.705000
804,2529036444822262,77,77,2020-09-10 22:14:46.915000
805,5666544450431610,59,48,2020-09-10 22:14:46.915000
806,1261175729236558,75,70,2020-09-10 22:14:46.915000
807,2674537062341254,53,52,2020-09-10 22:14:46.915000
808,8633582157309265,78,79,2020-09-10 23:16:32.156000
809,254859967749764,80,77,2020-09-10 23:16:32.156000
810,6704406271777740,78,76,2020-09-10 23:16:32.156000
811,2131137923117059,67,62,2020-09-10 23:16:32.156000
812,3247030663758778,40,47,2020-09-10 23:16:32.156000
813,4117981843454402,69,72,2020-09-10 23:16:32.156000
814,6562600048510642,49,53,2020-09-10 23:16:32.156000
815,969602278591708,57,67,2020-09-11 00:14:32.021000
816,3079534602544868,68,61,2020-09-11 00:14:32.021000
817,5669537880403058,60,60,2020-09-11 00:14:32.021000
818,2139689200422896,69,61,2020-09-11 00:14:32.021000
819,2287784230255971,51,53,2020-09-11 00:14:32.021000
820,2366503261363296,43,46,2020-09-11 00:14:32.021000
821,2883775194720981,46,44,2020-09-11 00:14:32.021000
822,4355604058387911,69,64,2020-09-11 00:14:32.021000
823,699784917444597,81,77,2020-09-11 01:12:55.746000
824,6437340336813007,78,78,2020-09-11 01:12:55.746000
825,5321481943726790,62,61,2020-09-06 12:13:53.465000
826,6106430048672631,58,69,2020-09-06 14:11:35.299000
827,7005890584486880,63,69,2020-09-06 16:20:32.251000
828,3300034710055135,69,74,2020-09-06 16:20:32.251000
829,2944355923664339,47,58,2020-09-06 17:15:16.102000
830,1733252525588305,72,62,2020-09-06 18:20:31.044000
831,692320034246309,56,53,2020-09-06 18:20:31.044000
832,1920409240918578,64,69,2020-09-06 18:20:31.044000
833,4164148716388983,54,58,2020-09-06 18:20:31.044000
834,8563861325124419,44,52,2020-09-06 18:20:31.044000
835,113070019630911,52,44,2020-09-06 18:20:31.044000
836,5000673805918752,44,42,2020-09-06 18:20:31.044000
837,5814618551202460,57,59,2020-09-06 18:20:31.044000
